Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Blue Mahoe Leaves
appliedenergistics2:facade:0, Cable Facade - White Willow Leaves
appliedenergistics2:facade:0, Cable Facade - Sipiri Leaves
appliedenergistics2:facade:0, Cable Facade - Papaya Leaves
appliedenergistics2:facade:0, Cable Facade - Date Palm Leaves
appliedenergistics2:facade:0, Cable Facade - White Poplar Leaves
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Oil Sand
appliedenergistics2:facade:0, Cable Facade - Oil Shale
appliedenergistics2:facade:0, Cable Facade - Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Energized Netherrack
appliedenergistics2:facade:0, Cable Facade - Resonant End Stone
appliedenergistics2:facade:0, Cable Facade - Oil Sand
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Block of Lead
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Block of Platinum
appliedenergistics2:facade:0, Cable Facade - Block of Iridium
appliedenergistics2:facade:0, Cable Facade - Block of Mana Infused Metal
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Block of Electrum
appliedenergistics2:facade:0, Cable Facade - Block of Invar
appliedenergistics2:facade:0, Cable Facade - Block of Bronze
appliedenergistics2:facade:0, Cable Facade - Block of Constantan
appliedenergistics2:facade:0, Cable Facade - Block of Signalum
appliedenergistics2:facade:0, Cable Facade - Block of Lumium
appliedenergistics2:facade:0, Cable Facade - Block of Enderium
appliedenergistics2:facade:0, Cable Facade - Block of Charcoal
appliedenergistics2:facade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:facade:0, Cable Facade - Black Rockwool
appliedenergistics2:facade:0, Cable Facade - Red Rockwool
appliedenergistics2:facade:0, Cable Facade - Green Rockwool
appliedenergistics2:facade:0, Cable Facade - Brown Rockwool
appliedenergistics2:facade:0, Cable Facade - Blue Rockwool
appliedenergistics2:facade:0, Cable Facade - Purple Rockwool
appliedenergistics2:facade:0, Cable Facade - Cyan Rockwool
appliedenergistics2:facade:0, Cable Facade - Light Gray Rockwool
appliedenergistics2:facade:0, Cable Facade - Gray Rockwool
appliedenergistics2:facade:0, Cable Facade - Pink Rockwool
appliedenergistics2:facade:0, Cable Facade - Lime Rockwool
appliedenergistics2:facade:0, Cable Facade - Yellow Rockwool
appliedenergistics2:facade:0, Cable Facade - Light Blue Rockwool
appliedenergistics2:facade:0, Cable Facade - Magenta Rockwool
appliedenergistics2:facade:0, Cable Facade - Orange Rockwool
appliedenergistics2:facade:0, Cable Facade - White Rockwool
appliedenergistics2:facade:0, Cable Facade - Draconium Ore
appliedenergistics2:facade:0, Cable Facade - Nether Draconium Ore
appliedenergistics2:facade:0, Cable Facade - Ender Draconium Ore
appliedenergistics2:facade:0, Cable Facade - Draconium Block
appliedenergistics2:facade:0, Cable Facade - Charged Draconium Block
appliedenergistics2:facade:0, Cable Facade - Awakened Draconium Block
appliedenergistics2:facade:0, Cable Facade - Draconium Infused Obsidian
appliedenergistics2:facade:0, Cable Facade - Dislocation Normalization Field Projector
appliedenergistics2:facade:0, Cable Facade - Magical Planks
appliedenergistics2:facade:0, Cable Facade - Magical Wood
appliedenergistics2:facade:0, Cable Facade - Diagonal Wood
appliedenergistics2:facade:0, Cable Facade - Angel Block
appliedenergistics2:facade:0, Cable Facade - Cursed Earth
appliedenergistics2:facade:0, Cable Facade - Redstone Clock
appliedenergistics2:facade:0, Cable Facade - Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Double Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Septuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Octuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Double Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Compressed Sand
appliedenergistics2:facade:0, Cable Facade - Double Compressed Sand
appliedenergistics2:facade:0, Cable Facade - Compressed Gravel
appliedenergistics2:facade:0, Cable Facade - Double Compressed Gravel
appliedenergistics2:facade:0, Cable Facade - Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Double Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Border Stone
appliedenergistics2:facade:0, Cable Facade - Crossed Stone
appliedenergistics2:facade:0, Cable Facade - Polished Stone
appliedenergistics2:facade:0, Cable Facade - Stoneburnt
appliedenergistics2:facade:0, Cable Facade - Sandy Glass
appliedenergistics2:facade:0, Cable Facade - Truchet
appliedenergistics2:facade:0, Cable Facade - Blue Quartz
appliedenergistics2:facade:0, Cable Facade - Quartzburnt
appliedenergistics2:facade:0, Cable Facade - Rainbow Stone
appliedenergistics2:facade:0, Cable Facade - Thickened Glass
appliedenergistics2:facade:0, Cable Facade - Thickened Glass (Bordered)
appliedenergistics2:facade:0, Cable Facade - Thickened Glass (Patterned)
appliedenergistics2:facade:0, Cable Facade - Dark Glass
appliedenergistics2:facade:0, Cable Facade - Glowing Glass
appliedenergistics2:facade:0, Cable Facade - Redstone Glass
appliedenergistics2:facade:0, Cable Facade - Block of Enchanted Metal
appliedenergistics2:facade:0, Cable Facade - Block of Demon Metal
appliedenergistics2:facade:0, Cable Facade - Block of Evil Infused Iron
appliedenergistics2:facade:0, Cable Facade - Bedrock Bricks
appliedenergistics2:facade:0, Cable Facade - Bedrock Slabs
appliedenergistics2:facade:0, Cable Facade - Bedrock Cobblestone
appliedenergistics2:facade:0, Cable Facade - Ferrous-Juniper Log
appliedenergistics2:facade:0, Cable Facade - Ferrous-Juniper Log
appliedenergistics2:facade:0, Cable Facade - Ferrous-Juniper Planks
appliedenergistics2:facade:0, Cable Facade - Raw Ferrous-Juniper Planks
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Boron Ore
appliedenergistics2:facade:0, Cable Facade - Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Magnesium Ore
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Tin Block
appliedenergistics2:facade:0, Cable Facade - Lead Block
appliedenergistics2:facade:0, Cable Facade - Thorium Block
appliedenergistics2:facade:0, Cable Facade - Uranium Block
appliedenergistics2:facade:0, Cable Facade - Boron Block
appliedenergistics2:facade:0, Cable Facade - Lithium Block
appliedenergistics2:facade:0, Cable Facade - Magnesium Block
appliedenergistics2:facade:0, Cable Facade - Graphite Block
appliedenergistics2:facade:0, Cable Facade - Beryllium Block
appliedenergistics2:facade:0, Cable Facade - Zirconium Block
appliedenergistics2:facade:0, Cable Facade - Manganese Block
appliedenergistics2:facade:0, Cable Facade - Aluminum Block
appliedenergistics2:facade:0, Cable Facade - Silver Block
appliedenergistics2:facade:0, Cable Facade - Fission Reactor Casing
appliedenergistics2:facade:0, Cable Facade - Blast Block
appliedenergistics2:facade:0, Cable Facade - Empty Cooler
appliedenergistics2:facade:0, Cable Facade - Water Cooler
appliedenergistics2:facade:0, Cable Facade - Redstone Cooler
appliedenergistics2:facade:0, Cable Facade - Quartz Cooler
appliedenergistics2:facade:0, Cable Facade - Gold Cooler
appliedenergistics2:facade:0, Cable Facade - Glowstone Cooler
appliedenergistics2:facade:0, Cable Facade - Lapis Cooler
appliedenergistics2:facade:0, Cable Facade - Diamond Cooler
appliedenergistics2:facade:0, Cable Facade - Liquid Helium Cooler
appliedenergistics2:facade:0, Cable Facade - Enderium Cooler
appliedenergistics2:facade:0, Cable Facade - Cryotheum Cooler
appliedenergistics2:facade:0, Cable Facade - Iron Cooler
appliedenergistics2:facade:0, Cable Facade - Emerald Cooler
appliedenergistics2:facade:0, Cable Facade - Copper Cooler
appliedenergistics2:facade:0, Cable Facade - Tin Cooler
appliedenergistics2:facade:0, Cable Facade - Magnesium Cooler
appliedenergistics2:facade:0, Cable Facade - Thorium-230 Block
appliedenergistics2:facade:0, Cable Facade - Uranium-238 Block
appliedenergistics2:facade:0, Cable Facade - Neptunium-237 Block
appliedenergistics2:facade:0, Cable Facade - Plutonium-242 Block
appliedenergistics2:facade:0, Cable Facade - Americium-243 Block
appliedenergistics2:facade:0, Cable Facade - Curium-246 Block
appliedenergistics2:facade:0, Cable Facade - Berkelium-247 Block
appliedenergistics2:facade:0, Cable Facade - Californium-252 Block
appliedenergistics2:facade:0, Cable Facade - Supercold Ice
appliedenergistics2:facade:0, Cable Facade - Fusion Connector
appliedenergistics2:facade:0, Cable Facade - Wasteland Earth
appliedenergistics2:facade:0, Cable Facade - Elevator
appliedenergistics2:facade:0, Cable Facade - Sponge
appliedenergistics2:facade:0, Cable Facade - Scaffolding
appliedenergistics2:facade:0, Cable Facade - Fertilized Dirt
appliedenergistics2:facade:0, Cable Facade - Lapis Glass
appliedenergistics2:facade:0, Cable Facade - Lapis Lamp
appliedenergistics2:facade:0, Cable Facade - Dyeing Machine
appliedenergistics2:facade:0, Cable Facade - Bean Pod
appliedenergistics2:facade:0, Cable Facade - Spectre Block
appliedenergistics2:facade:0, Cable Facade - Quartz Lamp
appliedenergistics2:facade:0, Cable Facade - Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Contact Button
appliedenergistics2:facade:0, Cable Facade - Contact Lever
appliedenergistics2:facade:0, Cable Facade - Superlubricent Ice
appliedenergistics2:facade:0, Cable Facade - Block of Sticks
appliedenergistics2:facade:0, Cable Facade - Returning Block of Sticks
appliedenergistics2:facade:0, Cable Facade - White Luminous Block
appliedenergistics2:facade:0, Cable Facade - Orange Luminous Block
appliedenergistics2:facade:0, Cable Facade - Magenta Luminous Block
appliedenergistics2:facade:0, Cable Facade - Light Blue Luminous Block
appliedenergistics2:facade:0, Cable Facade - Yellow Luminous Block
appliedenergistics2:facade:0, Cable Facade - Lime Luminous Block
appliedenergistics2:facade:0, Cable Facade - Pink Luminous Block
appliedenergistics2:facade:0, Cable Facade - Gray Luminous Block
appliedenergistics2:facade:0, Cable Facade - Light Gray Luminous Block
appliedenergistics2:facade:0, Cable Facade - Cyan Luminous Block
appliedenergistics2:facade:0, Cable Facade - Purple Luminous Block
appliedenergistics2:facade:0, Cable Facade - Blue Luminous Block
appliedenergistics2:facade:0, Cable Facade - Brown Luminous Block
appliedenergistics2:facade:0, Cable Facade - Green Luminous Block
appliedenergistics2:facade:0, Cable Facade - Red Luminous Block
appliedenergistics2:facade:0, Cable Facade - Black Luminous Block
appliedenergistics2:facade:0, Cable Facade - White Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Orange Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Magenta Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Light Blue Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Yellow Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Lime Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Pink Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Gray Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Light Gray Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Cyan Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Purple Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Blue Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Brown Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Green Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Red Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Black Translucent Luminous Block
appliedenergistics2:facade:0, Cable Facade - Super Lubricent Stone
appliedenergistics2:facade:0, Cable Facade - Trigger Glass
appliedenergistics2:facade:0, Cable Facade - Ancient Brick [INTERNAL]
appliedenergistics2:facade:0, Cable Facade - Sided Block of Redstone
appliedenergistics2:facade:0, Cable Facade - Spectre Planks
appliedenergistics2:facade:0, Cable Facade - Spectre Wood
appliedenergistics2:facade:0, Cable Facade - Spectre Leaves
appliedenergistics2:facade:0, Cable Facade - Biome Cobblestone
appliedenergistics2:facade:0, Cable Facade - Biome Stone
appliedenergistics2:facade:0, Cable Facade - Biome Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Biome Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Biome Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Biome Glass
appliedenergistics2:facade:0, Cable Facade - White Grass
appliedenergistics2:facade:0, Cable Facade - Orange Grass
appliedenergistics2:facade:0, Cable Facade - Magenta Grass
appliedenergistics2:facade:0, Cable Facade - Light Blue Grass
appliedenergistics2:facade:0, Cable Facade - Yellow Grass
appliedenergistics2:facade:0, Cable Facade - Lime Grass
appliedenergistics2:facade:0, Cable Facade - Pink Grass
appliedenergistics2:facade:0, Cable Facade - Gray Grass
appliedenergistics2:facade:0, Cable Facade - Light Gray Grass
appliedenergistics2:facade:0, Cable Facade - Cyan Grass
appliedenergistics2:facade:0, Cable Facade - Purple Grass
appliedenergistics2:facade:0, Cable Facade - Blue Grass
appliedenergistics2:facade:0, Cable Facade - Brown Grass
appliedenergistics2:facade:0, Cable Facade - Green Grass
appliedenergistics2:facade:0, Cable Facade - Red Grass
appliedenergistics2:facade:0, Cable Facade - Black Grass
appliedenergistics2:facade:0, Cable Facade - Rainbow Lamp
appliedenergistics2:facade:0, Cable Facade - White Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Orange Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Magenta Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Light Blue Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Yellow Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Lime Stained Brickss
appliedenergistics2:facade:0, Cable Facade - Pink Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Gray Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Light Gray Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Cyan Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Purple Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Blue Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Brown Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Green Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Red Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Black Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Luminous White Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Luminous Orange Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Luminous Magenta Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Luminous Light Blue Stained Bricks
appliedenergistics2:facade:0, Cable Facade - Luminous Yellow Stained Bricks
